,tag_type,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,release_stage,release_strategy,avg_length,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,release_location_name,hatchery_location_name,release_location_rmis_basin,tagged_adclipped,tagged_unclipped,untagged_adclipped,untagged_unclipped,untagged_unknown
403,NaN,3,4,2002,20030401,20030430,3F10511 100414 R,3F10511 100414 H,S,NaN,204,NaN,NaN,NaN,NaN,5000,198960,0,1040,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,198960,1040,0
404,NaN,3,4,2001,20020416,20020416,3F10511 100031 R,3F10511 100414 H,S,NaN,171,NaN,NaN,NaN,NaN,5000,20000,NaN,NaN,NaN,NaN,WHITE R 10.0031,VOIGHTS CR HATCHERY,PUYA,0,0,20000,0,0
405,NaN,1,3,2003,20040526,20040526,3F10511 100414 R,3F10511 100414 H,NaN,NaN,88,NaN,NaN,NaN,NaN,5000,1426937,0,18063,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,1426937,18063,0
406,NaN,3,4,2001,20020313,20020313,3F10513 130028 R,3F10511 100027 H,S,NaN,NaN,NaN,NaN,NaN,NaN,5000,12500,NaN,NaN,NaN,NaN,DESCHUTES R 13.0028,PUYALLUP HATCHERY,DES,0,0,12500,0,0
407,NaN,2,NaN,2010,20120406,20120416,3F10511 100414 R,3F10511 100414 H,Y,VO,123,NaN,NaN,NaN,NaN,5000,326865,0,3535,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,326865,3535,0
408,NaN,1,3,2006,20070605,20070605,3F10511 100414 R,3F10511 100414 H,NaN,NaN,89,NaN,NaN,NaN,NaN,5000,207121,0,1104,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,207121,1104,0
409,NaN,3,4,2000,20010415,20010430,3F10511 100414 R,3F10511 100414 H,S,NaN,NaN,NaN,NaN,NaN,NaN,0,58300,NaN,NaN,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,0,58300,0
410,NaN,1,3,2010,20110525,20110527,3F10511 100414 R,3F10511 100414 H,NaN,VO,78,NaN,NaN,NaN,NaN,5000,298680,0,1320,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,298680,1320,0
411,NaN,3,4,2013,20141014,20141014,3F546 09 NF5J5N R,3F10511 100027 H,S,FR,NaN,NaN,NaN,NaN,NaN,5000,16000,NaN,NaN,NaN,NaN,ANGLE LK (KING),PUYALLUP HATCHERY,DUWA,0,0,16000,0,0
412,NaN,2,NaN,2000,20020506,20020506,3F10511 100414 R,3F10511 100414 H,Y,NaN,NaN,NaN,NaN,NaN,NaN,5000,547250,0,2750,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,547250,2750,0
413,NaN,3,4,2013,20141117,20141117,3F546 09 NF5J5N R,3F10511 100027 H,S,FR,NaN,NaN,NaN,NaN,NaN,5000,4500,NaN,NaN,NaN,NaN,ANGLE LK (KING),PUYALLUP HATCHERY,DUWA,0,0,4500,0,0
414,NaN,2,NaN,2013,20150403,20150410,3F10511 100414 R,3F10511 100414 H,Y,VO,123,NaN,NaN,NaN,NaN,5000,429970,0,2030,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,429970,2030,0
415,NaN,3,4,2013,20141020,20141020,3F546 08 NMRLHG R,3F10511 100027 H,S,FR,NaN,NaN,NaN,NaN,NaN,5000,15000,NaN,NaN,NaN,NaN,GREEN LK (KING),PUYALLUP HATCHERY,LAKW,0,0,15000,0,0
416,NaN,2,NaN,2016,20180401,20180406,3F10511 100414 R,3F10511 100414 H,Y,VO,123,NaN,NaN,NaN,NaN,5000,290073,0,1927,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,290073,1927,0
417,NaN,1,3,2015,20160528,20160602,3F10511 100414 R,3F10511 100414 H,NaN,VO,83,NaN,NaN,NaN,NaN,5000,550005,0,4995,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,550005,4995,0
418,NaN,2,NaN,2014,20160401,20160408,3F10511 100414 R,3F10511 100414 H,Y,VO,102,NaN,NaN,NaN,NaN,5000,261499,0,734,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,261499,734,0
419,NaN,2,NaN,2017,20190301,20190301,3F10511 100027 R,3F10511 100027 H,Y,FR,131,NaN,NaN,NaN,NaN,5000,248705,0,3685,NaN,NaN,CLARKS CR 10.0027,PUYALLUP HATCHERY,PUYA,0,0,248705,3685,0
420,NaN,1,3,2017,20180531,20180604,3F10511 100414 R,3F10511 100414 H,NaN,VO,79,NaN,NaN,NaN,NaN,5000,484224,0,2776,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,484224,2776,0
421,NaN,1,3,2017,20180531,20180604,3F10511 100414 R,3F10511 100414 H,NaN,VO,79,NaN,NaN,NaN,NaN,5000,579677,0,3323,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,579677,3323,0
422,NaN,1,3,2017,20180531,20180604,3F10511 100414 R,3F10511 100414 H,NaN,VO,82,NaN,NaN,NaN,NaN,5000,587631,0,3369,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,587631,3369,0
423,NaN,1,3,2018,20190530,20190603,3F10511 100414 R,3F10511 100414 H,NaN,VO,83,NaN,NaN,NaN,NaN,5000,554244,0,7756,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,554244,7756,0
424,NaN,2,NaN,2018,20200401,20200401,3F10511 100414 R,3F10511 100414 H,Y,VO,123,NaN,NaN,NaN,NaN,5000,321570,0,2430,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,321570,2430,0
425,NaN,2,NaN,2019,20210406,20210406,3F10511 100414 R,3F10511 100414 H,Y,VO,127,NaN,NaN,NaN,NaN,5000,277746,0,7883,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,277746,7883,0
426,NaN,2,NaN,2019,20210414,20210414,3F10511 100027 R,3F10511 100027 H,Y,VO,131,NaN,NaN,NaN,NaN,5000,227113,0,935,NaN,NaN,CLARKS CR 10.0027,PUYALLUP HATCHERY,PUYA,0,0,227113,935,0
427,NaN,1,3,2021,20220603,20220603,3F10511 100414 R,3F10511 100414 H,NaN,VO,76,NaN,NaN,NaN,NaN,5000,545854,0,5681,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,545854,5681,0
428,NaN,1,3,2020,20210601,20210601,3F10511 100414 R,3F10511 100414 H,NaN,VO,82,NaN,NaN,NaN,NaN,5000,569809,0,1543,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,569809,1543,0
429,NaN,1,3,2020,20210601,20210602,3F10511 100414 R,3F10511 100414 H,NaN,VO,82,NaN,NaN,NaN,NaN,5000,407478,0,939,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,407478,939,0
430,NaN,1,3,2020,20210601,20210602,3F10511 100414 R,3F10511 100414 H,NaN,VO,78,NaN,NaN,NaN,NaN,5000,291397,0,2914,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,291397,2914,0
431,NaN,2,NaN,2018,20200401,20200406,3F10511 100414 R,3F10511 100414 H,Y,VO,120,NaN,NaN,NaN,NaN,5000,102382,0,618,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,102382,618,0
432,NaN,2,NaN,2021,20230412,20230417,3F10511 100414 R,3F10511 100414 H,Y,VO,124,NaN,NaN,NaN,NaN,0,1507,NaN,NaN,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,0,1507,0
433,NaN,2,NaN,2021,20230413,20230413,3F10511 100027 R,3F10511 100027 H,Y,VO,123,NaN,NaN,NaN,NaN,5000,180237,0,3192,NaN,NaN,CLARKS CR 10.0027,PUYALLUP HATCHERY,PUYA,0,0,180237,3192,0
434,NaN,2,NaN,2021,20230403,20230407,3F10511 100414 R,3F10511 100414 H,Y,VO,130,NaN,NaN,NaN,NaN,5000,166119,0,969,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,166119,969,0
435,NaN,2,NaN,2021,20230412,20230414,3F10511 100414 R,3F10511 100414 H,Y,VO,129,NaN,NaN,NaN,NaN,0,1490,NaN,NaN,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,0,1490,0
436,13,2,NaN,2004,20060418,20060420,3F10511 100414 R,3F10511 100414 H,Y,NaN,127,0,44624,NaN,NaN,0,183,NaN,NaN,NaN,0.0041,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,44624,0,183,0
437,NaN,1,3,2022,20230531,20230602,3F10511 100414 R,3F10511 100414 H,NaN,VO,80,NaN,NaN,NaN,NaN,5000,35735,0,219,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,35735,219,0
438,13,2,NaN,2000,20020429,20020506,3F10511 100414 R,3F10511 100414 H,Y,NaN,125,0,41580,NaN,NaN,0,3420,NaN,NaN,NaN,0.076,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,41580,0,3420,0
439,12,1,3,2004,20050525,20050531,3F10511 100414 R,3F10511 100414 H,NaN,NaN,88,5000,200883,NaN,NaN,5000,1559,NaN,NaN,NaN,0.0077,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,200883,0,1559,0,0
440,13,2,NaN,1999,20010415,20010430,3F10511 100414 R,3F10511 100414 H,Y,NaN,124,0,44105,NaN,NaN,0,98,NaN,NaN,NaN,0.0022,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,44105,0,98,0
441,13,2,NaN,2002,20040415,20040430,3F10511 100414 R,3F10511 100414 H,Y,NaN,129,0,45881,NaN,NaN,0,278,NaN,NaN,NaN,0.006,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,45881,0,278,0
442,13,2,NaN,2001,20030501,20030509,3F10511 100414 R,3F10511 100414 H,Y,NaN,121,0,47233,NaN,NaN,0,356,NaN,NaN,NaN,0.0075,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,47233,0,356,0
443,13,2,NaN,2002,20040415,20040430,3F10511 100414 R,3F10511 100414 H,Y,NaN,129,5000,46061,0,125,5000,125,NaN,NaN,NaN,0.0027,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,46061,125,125,0,0
444,12,1,3,2003,20040526,20040526,3F10511 100414 R,3F10511 100414 H,NaN,NaN,88,5000,198848,0,799,5000,2009,0,8,NaN,0.01,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,198848,799,2009,8,0
445,13,2,NaN,2010,20120406,20120416,3F10511 100414 R,3F10511 100414 H,Y,VO,123,5000,45001,0,151,5000,548,NaN,NaN,NaN,0.012,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,45001,151,548,0,0
446,13,2,NaN,2006,20080425,20080429,3F10511 100414 R,3F10511 100414 H,Y,NaN,130,5000,44668,0,453,5000,179,NaN,NaN,NaN,0.004,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,44668,453,179,0,0
447,13,2,NaN,2007,20090109,20090116,3F10511 100600 R02,3F10511 100414 H,G,MX,4,0,20874,NaN,NaN,0,126,NaN,NaN,NaN,0.006,LK KAPOWSIN (PIER),VOIGHTS CR HATCHERY,PUYA,0,20874,0,126,0
448,13,2,NaN,2009,20110401,20110413,3F10511 100414 R,3F10511 100414 H,Y,VO,132,5000,44302,0,765,5000,765,NaN,NaN,NaN,0.0167,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,44302,765,765,0,0
449,12,1,3,2020,20210601,20210602,3F10511 100414 R,3F10511 100414 H,NaN,VO,78,5000,30935,0,222,5000,331,0,2,NaN,0.0106,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,30935,222,331,2,0
450,12,2,NaN,2021,20230413,20230413,3F10511 100027 R,3F10511 100027 H,Y,VO,123,5000,50012,0,886,5000,1083,0,19,NaN,0.0212,CLARKS CR 10.0027,PUYALLUP HATCHERY,PUYA,50012,886,1083,19,0
451,12,1,3,2020,20210601,20210602,3F10511 100414 R,3F10511 100414 H,NaN,VO,78,5000,113913,0,457,NaN,NaN,NaN,NaN,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,113913,457,0,0,0
452,12,1,3,2021,20220606,20220611,3F10511 100414 R,3F10511 100414 H,NaN,VO,78,5000,197744,0,1474,5000,158,0,1,NaN,0.0008,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,197744,1474,158,1,0
453,13,2,NaN,2008,20100419,20100423,3F10511 100414 R,3F10511 100414 H,Y,MX,129,0,45028,NaN,NaN,0,272,NaN,NaN,NaN,0.006,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,45028,0,272,0
454,13,2,NaN,2005,20061107,20070430,3F10511 100414 R,3F10511 100414 H,G,NaN,135,0,47680,NaN,NaN,0,250,NaN,NaN,NaN,0.006,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,47680,0,250,0
455,13,2,NaN,2005,20061107,20070430,3F10511 100414 R,3F10511 100414 H,G,NaN,135,5000,56863,0,99,5000,298,NaN,NaN,NaN,0.006,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,56863,99,298,0,0
456,13,2,NaN,2007,20090109,20090414,3F10511 100414 R,3F10511 100027 H,G,FR,121,0,46114,NaN,NaN,0,186,NaN,NaN,NaN,0.0082,VOIGHT CR 10.0414,PUYALLUP HATCHERY,PUYA,0,46114,0,186,0
457,13,2,NaN,2007,20090109,20090414,3F10511 100414 R,3F10511 100027 H,G,FR,121,5000,45674,0,259,5000,367,NaN,NaN,NaN,0.012,VOIGHT CR 10.0414,PUYALLUP HATCHERY,PUYA,45674,259,367,0,0
458,13,2,NaN,2012,20140409,20140416,3F10511 100414 R,3F10511 100414 H,Y,VO,126,0,44576,NaN,NaN,0,1665,NaN,NaN,NaN,0.036,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,44576,0,1665,0
459,13,2,NaN,2011,20130401,20130531,3F10511 100414 R,3F10511 100414 H,Y,VO,131,0,45119,NaN,NaN,0,1304,NaN,NaN,NaN,0.0281,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,45119,0,1304,0
460,13,2,NaN,2008,20100419,20100423,3F10511 100414 R,3F10511 100414 H,Y,MX,129,5000,44484,0,544,5000,272,NaN,NaN,NaN,0.006,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,44484,544,272,0,0
461,13,2,NaN,2011,20130408,20130513,3F10511 100414 R,3F10511 100414 H,Y,VO,131,5000,45314,0,581,5000,581,NaN,NaN,NaN,0.0125,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,45314,581,581,0,0
462,13,2,NaN,2012,20140409,20140416,3F10511 100414 R,3F10511 100414 H,Y,VO,126,5000,45019,0,601,5000,601,NaN,NaN,NaN,0.013,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,45019,601,601,0,0
463,13,2,NaN,2013,20150403,20150410,3F10511 100414 R,3F10511 100414 H,Y,VO,130,5000,43923,0,682,5000,682,0,11,NaN,0.0153,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,43923,682,682,11,0
464,13,2,NaN,2013,20150403,20150410,3F10511 100414 R,3F10511 100414 H,Y,VO,130,0,28726,NaN,NaN,0,446,NaN,NaN,NaN,0.0153,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,28726,0,446,0
465,12,2,NaN,2014,20160401,20160408,3F10511 100414 R,3F10511 100414 H,Y,VO,102,0,49822,NaN,NaN,0,180,NaN,NaN,NaN,0.0036,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,49822,0,180,0
466,12,2,NaN,2019,20210401,20210401,3F10511 100414 R,3F10511 100414 H,Y,VO,127,5000,44388,0,367,NaN,NaN,NaN,NaN,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,44388,367,0,0,0
467,13,2,NaN,2015,20170410,20170413,3F10511 100414 R,3F10511 100414 H,Y,VO,125,5000,46435,0,98,5000,98,NaN,NaN,NaN,0.0021,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,46435,98,98,0,0
468,13,2,NaN,2015,20170410,20170413,3F10511 100414 R,3F10511 100414 H,Y,VO,125,0,47104,NaN,NaN,0,346,NaN,NaN,NaN,0.0073,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,47104,0,346,0
469,13,2,NaN,2016,20180401,20180406,3F10511 100414 R,3F10511 100414 H,Y,VO,123,0,43865,NaN,NaN,0,3135,NaN,NaN,NaN,0.0667,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,43865,0,3135,0
470,13,2,NaN,2016,20180401,20180406,3F10511 100414 R,3F10511 100414 H,Y,VO,123,5000,43964,NaN,NaN,5000,3036,NaN,NaN,NaN,0.0646,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,43964,0,3036,0,0
471,12,2,NaN,2019,20210401,20210401,3F10511 100414 R,3F10511 100414 H,Y,VO,127,0,45292,NaN,NaN,0,109,NaN,NaN,NaN,0.0024,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,45292,0,109,0
472,12,2,NaN,2014,20160401,20160408,3F10511 100414 R,3F10511 100414 H,Y,VO,102,5000,50046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,50046,0,0,0,0
473,12,2,NaN,2017,20190401,20190405,3F10511 100414 R,3F10511 100414 H,Y,VO,122,0,47177,NaN,NaN,0,782,NaN,NaN,NaN,0.0163,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,47177,0,782,0
474,12,2,NaN,2017,20190401,20190405,3F10511 100414 R,3F10511 100414 H,Y,VO,122,5000,48762,0,250,5000,250,0,1,NaN,0.0051,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,48762,250,250,1,0
475,12,2,NaN,2018,20200401,20200406,3F10511 100414 R,3F10511 100414 H,Y,VO,120,5000,45065,0,958,5000,957,0,20,NaN,0.0208,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,45065,958,957,20,0
476,12,2,NaN,2018,20200401,20200406,3F10511 100414 R,3F10511 100414 H,Y,VO,120,0,45656,NaN,NaN,0,1344,NaN,NaN,NaN,0.0286,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,45656,0,1344,0
477,12,2,NaN,2020,20220401,20220401,3F10511 100414 R,3F10511 100414 H,Y,VO,125,5000,48223,0,87,5000,769,0,1,NaN,0.0157,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,48223,87,769,1,0
478,12,2,NaN,2020,20220401,20220401,3F10511 100414 R,3F10511 100414 H,Y,VO,125,0,48230,NaN,NaN,0,379,NaN,NaN,NaN,0.0078,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,48230,0,379,0
479,12,2,NaN,2021,20230403,20230407,3F10511 100414 R,3F10511 100414 H,Y,VO,130,5000,45267,0,150,5000,150,NaN,NaN,NaN,0.0033,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,45267,150,150,0,0
480,12,2,NaN,2021,20230403,20230407,3F10511 100414 R,3F10511 100414 H,Y,VO,130,5000,47479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,47479,0,0,0,0
